brief_id,language,extracted_objects_json,extracted_colours_json,extracted_spatial_json,extracted_text_json,extraction_error
MB076,ar,"[""backpack"", ""water bottle""]","{""backpack"": ""dark blue"", ""water bottle"": ""silver""}","[""backpack left of water bottle""]","[""TONE""]",
MB077,ar,"[""jacket"", ""pants""]","{""jacket"": ""gray"", ""pants"": ""black""}","[""jacket above of pants""]","[""ULAN""]",
MB078,ar,"[""shoe"", ""handbag""]","{""shoe"": ""brown"", ""handbag"": ""light brown""}","[""shoe left of handbag""]","[""VIBE""]",
MB079,ar,"[""jacket"", ""gloves""]","{""jacket"": ""red"", ""gloves"": ""black""}","[""jacket below of gloves""]","[""WOVEN""]",
MB080,ar,"[""short"", ""shoe""]","{""short"": ""black"", ""shoe"": ""white""}","[""short below of shoe""]","[""XARA""]",
MB081,ar,"[""bag"", ""book""]","{""bag"": ""beige"", ""book"": ""white""}","[""bag left of book""]","[""YARN""]",
MB082,ar,"[""coat"", ""umbrella""]","{""coat"": ""beige"", ""umbrella"": ""black""}","[""coat below umbrella""]","[""ZOLA""]",
MB083,ar,"[""bicycle shorts"", ""bicycle helmet""]","{""bicycle shorts"": ""black"", ""bicycle helmet"": ""white""}","[""bicycle shorts right of bicycle helmet""]","[""AEON""]",
MB084,ar,"[""wallet"", ""coin"", ""surface""]","{""wallet"": ""black"", ""coin"": ""silver"", ""surface"": ""dark marble""}","[""wallet below of coin""]","[""BRIM""]",
MB085,ar,"[""hat"", ""jacket""]","{""hat"": ""gray"", ""jacket"": ""dark blue""}","[""hat below of jacket""]","[""CORD""]",
MB086,ar,"[""shoe"", ""clutch bag""]","{""shoe"": ""black"", ""clutch bag"": ""red""}","[""shoe right of clutch bag""]","[""DUSK""]",
MB087,ar,"[""cargo pant"", ""leather shoe""]","{""cargo pant"": ""green"", ""leather shoe"": ""brown""}","[""cargo pant below leather shoe""]","[""ZYLO""]",
MB088,ar,"[""tie"", ""shirt""]","{""tie"": ""dark blue"", ""shirt"": ""white""}","[""tie below of shirt""]","[""FINN""]",
MB089,ar,"[""pant"", ""sneaker""]","{""pant"": ""purple"", ""sneaker"": ""white""}","[""pant right of sneaker""]","[""GILD""]",
MB090,ar,"[""sandal"", ""beach hat""]","{""sandal"": ""light brown"", ""beach hat"": ""white""}","[""sandal right of beach hat""]","[""HAZE""]",
MB091,ar,"[""car"", ""helmet""]","{""car"": ""red"", ""helmet"": ""white""}","[""car left of helmet""]","[""TORQ""]",
MB092,ar,"[""car"", ""charging cable""]","{""car"": ""white"", ""charging cable"": ""green""}","[""charging cable left of car""]","[""RUSH""]",
MB093,ar,"[""car"", ""roof rack""]","{""car"": ""black"", ""roof rack"": ""silver""}","[""roof rack above of car""]","[""FORGE""]",
MB094,ar,"[""motorcycle"", ""helmet""]","{""motorcycle"": ""black"", ""helmet"": ""white""}","[""motorcycle left of helmet""]","[""HELIX""]",
MB095,ar,"[""car"", ""tire""]","{""car"": ""blue"", ""tire"": ""black""}","[""tire below of car""]","[""JOLT""]",
MB096,ar,"[""pickup truck"", ""toolbox""]","{""pickup truck"": ""orange"", ""toolbox"": ""black""}","[""pickup truck left of toolbox""]","[""KINETIC""]",
MB097,ar,"[""scooter"", ""helmet""]","{""scooter"": ""white"", ""helmet"": ""black""}","[""scooter left of helmet""]","[""LAUNCH""]",
MB098,ar,"[""car"", ""sign""]","{""car"": ""silver"", ""sign"": ""white""}","[""car left of sign""]","[""MOTION""]",
MB099,ar,"[""car"", ""key""]","{""car"": ""yellow"", ""key"": ""silver""}","[""car above of key""]","[""PULSE""]",
MB100,ar,"[""car"", ""solar panel""]","{""car"": ""green"", ""solar panel"": ""dark blue""}","[""car left of solar panel""]","[""QUEST""]",
MB101,ar,"[""race car"", ""flag""]","{""race car"": ""red"", ""flag"": ""black and white""}","[""race car left of flag""]","[""RACER""]",
MB102,ar,"[""motorcycle"", ""racing gloves""]","{""motorcycle"": ""silver"", ""racing gloves"": ""black""}","[""motorcycle above racing gloves""]","[""SPEED""]",
MB103,ar,"[""car"", ""child seat""]","{""car"": ""white"", ""child seat"": ""black""}","[""child seat right of car""]","[""THRUST""]",
MB104,ar,"[""car"", ""spare tire""]","{""car"": ""brown"", ""spare tire"": ""black""}","[""car left of spare tire""]","[""VEER""]",
MB105,ar,"[""car"", ""key""]","{""car"": ""black"", ""key"": ""gold""}","[""car above key""]","[""WARP""]",
MB106,ar,"[""electric bike"", ""charging cable""]","{""electric bike"": ""white"", ""charging cable"": ""black""}","[""electric bike left of charging cable""]","[""\u0634\u0639\u0627\u0631 \u00abXCEL\u00bb""]",
MB107,ar,"[""car"", ""trophy""]","{""car"": ""red"", ""trophy"": ""gold""}","[""car left of trophy""]","[""YOKE""]",
MB108,ar,"[""delivery truck"", ""cardboard box""]","{""delivery truck"": ""white"", ""cardboard box"": ""brown""}","[""delivery truck left of cardboard box""]",[],
MB109,ar,"[""camper van"", ""tent""]","{""camper van"": ""beige"", ""tent"": ""green""}","[""camper van left of tent""]","[""ALPHA"", ""\u0627\u0644\u0633\u0627\u0639\u0629 \u0627\u0644\u0630\u0647\u0628\u064a\u0629""]",
MB110,ar,"[""car"", ""fuel pump""]","{""car"": ""blue"", ""fuel pump"": ""silver""}","[""car left of fuel pump""]","[""BRAVO""]",
MB111,ar,"[""car"", ""roof rack""]","{""car"": ""black"", ""roof rack"": ""silver""}","[""roof rack above of car""]","[""TORVEX""]",
MB112,ar,"[""car""]","{""car"": ""white""}","[""light above of car""]","[""DELTA""]",
MB113,ar,"[""school bus"", ""stop sign""]","{""school bus"": ""yellow"", ""stop sign"": ""red""}","[""school bus right of stop sign""]","[""EAGLE""]",
MB114,ar,"[""fire truck"", ""fire hose""]","{""fire truck"": ""red"", ""fire hose"": ""yellow""}","[""fire truck right of fire hose""]","[""FOXTROT""]",
MB115,ar,"[""limousine"", ""carpet""]","{""limousine"": ""black"", ""carpet"": ""red""}","[""limousine above carpet""]","[""GRAND""]",
MB116,ar,"[""vehicle"", ""snow chain""]","{""vehicle"": ""gray"", ""snow chain"": ""silver""}","[""vehicle right of snow chain""]","[""HOUND""]",
MB117,ar,"[""motorcycle"", ""saddlebag""]","{""motorcycle"": ""black"", ""saddlebag"": ""brown""}","[""motorcycle above of saddlebag""]","[""IRON""]",
MB118,ar,"[""car"", ""radio antenna""]","{""car"": ""green"", ""radio antenna"": ""black""}","[""radio antenna right of car""]","[""VANTIS""]",
MB119,ar,"[""car"", ""map""]","{""car"": ""red"", ""map"": ""white""}","[""car right of map""]","[""KILO""]",
MB120,ar,"[""motorcycle"", ""cone"", ""track""]","{""motorcycle"": ""orange"", ""cone"": ""black"", ""track"": ""gray""}","[""motorcycle right of cone""]","[""LANCE""]",
MB121,ar,"[""yoga mat"", ""water bottle""]","{""yoga mat"": ""purple"", ""water bottle"": ""silver""}","[""yoga mat left of water bottle""]","[""ZENITH""]",
MB122,ar,"[""bottle"", ""capsule""]","{""bottle"": ""white"", ""capsule"": ""orange""}","[""capsule right of bottle""]","[""REVIVE""]",
MB123,ar,"[""sports bag"", ""towel""]","{""sports bag"": ""black"", ""towel"": ""white""}","[""sports bag left of towel""]","[""BOOST""]",
MB124,ar,"[""cream""]","{""cream"": ""white""}","[""cream above of flowers""]","[""AURA""]",
MB125,ar,"[""bottle"", ""dumbbell"", ""mat""]","{""bottle"": ""black"", ""dumbbell"": ""silver"", ""mat"": ""gray""}","[""bottle left of dumbbell"", ""dumbbell above mat""]","[""PEAK""]",
MB126,ar,"[""pillow"", ""candle""]","{""pillow"": ""purple"", ""candle"": ""white""}","[""pillow left of candle""]","[""CALM""]",
MB127,ar,"[""foam roller"", ""yoga mat""]","{""foam roller"": ""blue"", ""yoga mat"": ""purple""}","[""foam roller above yoga mat""]","[""ALIGN""]",
MB128,ar,"[""resistance band"", ""water bottle""]","{""resistance band"": ""red"", ""water bottle"": ""black""}","[""resistance band left of water bottle""]","[""TENZO""]",
MB129,ar,"[""bottle"", ""diffuser""]","{""bottle"": ""brown"", ""diffuser"": ""white""}","[""bottle left of diffuser""]","[""TERRA""]",
MB130,ar,"[""sleep mask"", ""pillow"", ""bed""]","{""sleep mask"": ""black"", ""pillow"": ""white"", ""bed"": ""gray""}","[""sleep mask above pillow"", ""pillow on bed""]","[""REST""]",
MB131,ar,"[""notebook"", ""pen""]","{""notebook"": ""white"", ""pen"": ""black""}","[""notebook left of pen""]","[""RYNTH""]",
MB132,ar,"[""fitness watch"", ""smartphone""]","{""fitness watch"": ""black"", ""smartphone"": ""white""}","[""fitness watch left of smartphone""]","[""TRACE""]",
MB133,ar,"[""massage gun"", ""charging base""]","{""massage gun"": ""black"", ""charging base"": ""white""}","[""massage gun above charging base""]","[""EASE""]",
MB134,ar,"[""bowl"", ""collagen powder"", ""glass cup"", ""marble surface""]","{""bowl"": ""white"", ""collagen powder"": ""none"", ""glass cup"": ""pink"", ""marble surface"": ""none""}","[""bowl left of glass cup""]","[""RENEW""]",
MB135,ar,"[""thermos"", ""bag""]","{""thermos"": ""green"", ""bag"": ""brown""}","[""thermos left of bag""]","[""VOXA""]",
MB136,ar,"[""bowl"", ""spoon""]","{""bowl"": ""yellow"", ""spoon"": ""silver""}","[""bowl above spoon""]","[""VIVID""]",
MB137,ar,"[""sunscreen bottle"", ""beach towel""]","{""sunscreen bottle"": ""white"", ""beach towel"": ""orange""}","[""sunscreen bottle left of beach towel""]","[""SHIELD""]",
MB138,ar,"[""bottle"", ""blister pack""]","{""bottle"": ""orange"", ""blister pack"": ""silver""}","[""bottle right of blister pack""]","[""VITAL""]",
MB139,ar,"[""balance board"", ""sneaker""]","{""balance board"": ""blue green"", ""sneaker"": ""white""}","[""balance board above sneaker""]","[""CORE""]",
MB140,ar,"[""ice roller"", ""serum bottle""]","{""ice roller"": ""white"", ""serum bottle"": ""gold""}","[""ice roller left of serum bottle""]","[""CHILL""]",
MB141,ar,"[""towel"", ""water bottle"", ""bench""]","{""towel"": ""white"", ""water bottle"": ""black"", ""bench"": ""wooden""}","[""towel above water bottle"", ""water bottle on bench""]","[""STEAM""]",
MB142,ar,"[""pressure mat"", ""rectangular pillow""]","{""pressure mat"": ""purple"", ""rectangular pillow"": ""white""}","[""pressure mat right of rectangular pillow""]","[""PRESS""]",
MB143,ar,"[""nutrition bar"", ""water bottle""]","{""nutrition bar"": ""green"", ""water bottle"": ""silver""}","[""nutrition bar above water bottle""]","[""FUEL""]",
MB144,ar,"[""bag"", ""bottle""]","{""bag"": ""black"", ""bottle"": ""red""}","[""bag right of bottle""]","[""MASS""]",
MB145,ar,"[""tube"", ""mirror"", ""surface""]","{""tube"": ""white"", ""mirror"": ""gold"", ""surface"": ""pink""}","[""tube right of mirror""]","[""LUMI""]",
MB146,ar,"[""stretch band"", ""yoga mat""]","{""stretch band"": ""blue"", ""yoga mat"": ""purple""}","[""stretch band below yoga mat""]","[""EXTEND""]",
MB147,ar,"[""bottle"", ""lamp"", ""table""]","{""bottle"": ""white"", ""lamp"": ""silver"", ""table"": ""dark""}","[""bottle right of lamp""]","[""DRIFT""]",
MB148,ar,"[""jacket"", ""shoe""]","{""jacket"": ""blue"", ""shoe"": ""orange""}","[""jacket below shoe""]","[""PACE""]",
MB149,ar,"[""holder"", ""musk"", ""surface""]","{""holder"": ""black"", ""musk"": ""brown"", ""surface"": ""bamboo""}","[""holder right of musk""]","[""SERENE""]",
MB150,ar,"[""bathtub"", ""towel""]","{""bathtub"": ""white"", ""towel"": ""blue""}","[""bathtub right of towel""]","[""POLAR""]",
